date,region,source,generation_mwh,vector
2010-07-01,Northwest Territories,Internal combustion turbine,40053.0,v44174673
2010-08-01,Northwest Territories,Internal combustion turbine,26804.0,v44174673
2010-09-01,Northwest Territories,Internal combustion turbine,22663.0,v44174673
2010-10-01,Northwest Territories,Internal combustion turbine,26455.0,v44174673
2010-11-01,Northwest Territories,Internal combustion turbine,28922.0,v44174673
2010-12-01,Northwest Territories,Internal combustion turbine,30011.0,v44174673
2011-01-01,Northwest Territories,Internal combustion turbine,31714.0,v44174673
2011-02-01,Northwest Territories,Internal combustion turbine,28956.0,v44174673
2011-03-01,Northwest Territories,Internal combustion turbine,29549.0,v44174673
2011-04-01,Northwest Territories,Internal combustion turbine,28008.0,v44174673
2011-05-01,Northwest Territories,Internal combustion turbine,26559.0,v44174673
2011-06-01,Northwest Territories,Internal combustion turbine,25160.0,v44174673
2011-07-01,Northwest Territories,Internal combustion turbine,23067.0,v44174673
2011-08-01,Northwest Territories,Internal combustion turbine,24471.0,v44174673
2011-09-01,Northwest Territories,Internal combustion turbine,23337.0,v44174673
2011-10-01,Northwest Territories,Internal combustion turbine,26169.0,v44174673
2011-11-01,Northwest Territories,Internal combustion turbine,28085.0,v44174673
2011-12-01,Northwest Territories,Internal combustion turbine,26881.0,v44174673
2012-01-01,Northwest Territories,Internal combustion turbine,31695.0,v44174673
2012-02-01,Northwest Territories,Internal combustion turbine,34586.0,v44174673
2012-03-01,Northwest Territories,Internal combustion turbine,33098.0,v44174673
2012-04-01,Northwest Territories,Internal combustion turbine,24915.0,v44174673
2012-05-01,Northwest Territories,Internal combustion turbine,29947.0,v44174673
2012-06-01,Northwest Territories,Internal combustion turbine,26402.0,v44174673
2012-07-01,Northwest Territories,Internal combustion turbine,27319.0,v44174673
2012-08-01,Northwest Territories,Internal combustion turbine,29105.0,v44174673
2012-09-01,Northwest Territories,Internal combustion turbine,28337.0,v44174673
2012-10-01,Northwest Territories,Internal combustion turbine,32314.0,v44174673
2012-11-01,Northwest Territories,Internal combustion turbine,31712.0,v44174673
2012-12-01,Northwest Territories,Internal combustion turbine,34859.0,v44174673
2013-01-01,Northwest Territories,Internal combustion turbine,37112.0,v44174673
2013-02-01,Northwest Territories,Internal combustion turbine,31314.0,v44174673
2013-03-01,Northwest Territories,Internal combustion turbine,32678.0,v44174673
2013-04-01,Northwest Territories,Internal combustion turbine,29943.0,v44174673
2013-05-01,Northwest Territories,Internal combustion turbine,28114.0,v44174673
2013-06-01,Northwest Territories,Internal combustion turbine,27252.0,v44174673
2013-07-01,Northwest Territories,Internal combustion turbine,28004.0,v44174673
2013-08-01,Northwest Territories,Internal combustion turbine,29638.0,v44174673
2013-09-01,Northwest Territories,Internal combustion turbine,27879.0,v44174673
2013-10-01,Northwest Territories,Internal combustion turbine,29296.0,v44174673
2013-11-01,Northwest Territories,Internal combustion turbine,32661.0,v44174673
2013-12-01,Northwest Territories,Internal combustion turbine,36235.0,v44174673
2014-01-01,Northwest Territories,Internal combustion turbine,35565.0,v44174673
2014-02-01,Northwest Territories,Internal combustion turbine,31208.0,v44174673
2014-03-01,Northwest Territories,Internal combustion turbine,32570.0,v44174673
2014-04-01,Northwest Territories,Internal combustion turbine,30686.0,v44174673
2014-05-01,Northwest Territories,Internal combustion turbine,27605.0,v44174673
2014-06-01,Northwest Territories,Internal combustion turbine,26946.0,v44174673
2014-07-01,Northwest Territories,Internal combustion turbine,29770.0,v44174673
2014-08-01,Northwest Territories,Internal combustion turbine,33433.0,v44174673
2014-09-01,Northwest Territories,Internal combustion turbine,31257.0,v44174673
2014-10-01,Northwest Territories,Internal combustion turbine,42783.0,v44174673
2014-11-01,Northwest Territories,Internal combustion turbine,37054.0,v44174673
2014-12-01,Northwest Territories,Internal combustion turbine,37850.0,v44174673
2015-01-01,Northwest Territories,Internal combustion turbine,37214.0,v44174673
2015-02-01,Northwest Territories,Internal combustion turbine,36708.0,v44174673
2015-03-01,Northwest Territories,Internal combustion turbine,39661.0,v44174673
2015-04-01,Northwest Territories,Internal combustion turbine,35479.0,v44174673
2015-05-01,Northwest Territories,Internal combustion turbine,33138.0,v44174673
2015-06-01,Northwest Territories,Internal combustion turbine,33832.0,v44174673
2015-07-01,Northwest Territories,Internal combustion turbine,34896.0,v44174673
2015-08-01,Northwest Territories,Internal combustion turbine,38805.0,v44174673
2015-09-01,Northwest Territories,Internal combustion turbine,34744.0,v44174673
2015-10-01,Northwest Territories,Internal combustion turbine,37649.0,v44174673
2015-11-01,Northwest Territories,Internal combustion turbine,35060.0,v44174673
2015-12-01,Northwest Territories,Internal combustion turbine,37195.0,v44174673
2016-01-01,Northwest Territories,Solar,0.0,v1059484936
2016-02-01,Northwest Territories,Solar,5.0,v1059484936
2016-03-01,Northwest Territories,Solar,8.0,v1059484936
2016-04-01,Northwest Territories,Solar,29.0,v1059484936
2016-05-01,Northwest Territories,Solar,52.0,v1059484936
2016-06-01,Northwest Territories,Solar,47.0,v1059484936
2016-07-01,Northwest Territories,Solar,39.0,v1059484936
2016-08-01,Northwest Territories,Solar,35.0,v1059484936
2016-09-01,Northwest Territories,Solar,25.0,v1059484936
2016-10-01,Northwest Territories,Solar,8.0,v1059484936
2016-11-01,Northwest Territories,Solar,3.0,v1059484936
2016-12-01,Northwest Territories,Solar,6.0,v1059484936
2017-01-01,Northwest Territories,Solar,1.0,v1059484936
2017-02-01,Northwest Territories,Solar,1.0,v1059484936
2017-03-01,Northwest Territories,Solar,12.0,v1059484936
2017-04-01,Northwest Territories,Solar,45.0,v1059484936
2017-05-01,Northwest Territories,Solar,52.0,v1059484936
2017-06-01,Northwest Territories,Solar,45.0,v1059484936
2017-07-01,Northwest Territories,Solar,40.0,v1059484936
2017-08-01,Northwest Territories,Solar,39.0,v1059484936
2017-09-01,Northwest Territories,Solar,26.0,v1059484936
2017-10-01,Northwest Territories,Solar,24.0,v1059484936
2017-11-01,Northwest Territories,Solar,3.0,v1059484936
2017-12-01,Northwest Territories,Solar,1.0,v1059484936
2018-01-01,Northwest Territories,Solar,0.0,v1059484936
2018-02-01,Northwest Territories,Solar,4.0,v1059484936
2018-03-01,Northwest Territories,Solar,25.0,v1059484936
2018-04-01,Northwest Territories,Solar,37.0,v1059484936
2018-05-01,Northwest Territories,Solar,50.0,v1059484936
2018-06-01,Northwest Territories,Solar,48.0,v1059484936
2018-07-01,Northwest Territories,Solar,51.0,v1059484936
2018-08-01,Northwest Territories,Solar,29.0,v1059484936
2018-09-01,Northwest Territories,Solar,30.0,v1059484936
2018-10-01,Northwest Territories,Solar,27.0,v1059484936
2018-11-01,Northwest Territories,Solar,3.0,v1059484936
2018-12-01,Northwest Territories,Solar,2.0,v1059484936
2019-01-01,Northwest Territories,Solar,0.0,v1059484936
2019-02-01,Northwest Territories,Solar,4.0,v1059484936
2019-03-01,Northwest Territories,Solar,25.0,v1059484936
2019-04-01,Northwest Territories,Solar,28.0,v1059484936
2019-05-01,Northwest Territories,Solar,48.0,v1059484936
2019-06-01,Northwest Territories,Solar,38.0,v1059484936
2019-07-01,Northwest Territories,Solar,35.0,v1059484936
2019-08-01,Northwest Territories,Solar,25.0,v1059484936
2019-09-01,Northwest Territories,Solar,29.0,v1059484936
2019-10-01,Northwest Territories,Solar,11.0,v1059484936
2019-11-01,Northwest Territories,Solar,31.0,v1059484936
2019-12-01,Northwest Territories,Solar,0.0,v1059484936
2020-01-01,Northwest Territories,Solar,0.0,v1059484936
2020-02-01,Northwest Territories,Solar,107.0,v1059484936
2020-03-01,Northwest Territories,Solar,204.0,v1059484936
2020-04-01,Northwest Territories,Solar,496.0,v1059484936
2020-05-01,Northwest Territories,Solar,199.0,v1059484936
2020-06-01,Northwest Territories,Solar,43.0,v1059484936
2020-07-01,Northwest Territories,Solar,19.0,v1059484936
2020-08-01,Northwest Territories,Solar,22.0,v1059484936
2020-09-01,Northwest Territories,Solar,5.0,v1059484936
2020-10-01,Northwest Territories,Solar,3.0,v1059484936
2020-11-01,Northwest Territories,Solar,1.0,v1059484936
2020-12-01,Northwest Territories,Solar,1.0,v1059484936
2021-01-01,Northwest Territories,Solar,0.0,v1059484936
2021-02-01,Northwest Territories,Solar,3.0,v1059484936
2021-03-01,Northwest Territories,Solar,10.0,v1059484936
2021-04-01,Northwest Territories,Solar,44.0,v1059484936
2021-05-01,Northwest Territories,Solar,28.0,v1059484936
2021-06-01,Northwest Territories,Solar,36.0,v1059484936
2021-07-01,Northwest Territories,Solar,33.0,v1059484936
2021-08-01,Northwest Territories,Solar,32.0,v1059484936
2021-09-01,Northwest Territories,Solar,21.0,v1059484936
2021-10-01,Northwest Territories,Solar,3.0,v1059484936
2021-11-01,Northwest Territories,Solar,0.0,v1059484936
2021-12-01,Northwest Territories,Solar,0.0,v1059484936
2022-01-01,Northwest Territories,Solar,0.0,v1059484936
2022-02-01,Northwest Territories,Solar,1.0,v1059484936
2022-03-01,Northwest Territories,Solar,15.0,v1059484936
2022-04-01,Northwest Territories,Solar,44.0,v1059484936
2022-05-01,Northwest Territories,Solar,37.0,v1059484936
2022-06-01,Northwest Territories,Solar,34.0,v1059484936
2022-07-01,Northwest Territories,Solar,35.0,v1059484936
2022-08-01,Northwest Territories,Solar,29.0,v1059484936
2022-09-01,Northwest Territories,Solar,25.0,v1059484936
2022-10-01,Northwest Territories,Solar,13.0,v1059484936
2022-11-01,Northwest Territories,Solar,4.0,v1059484936
2022-12-01,Northwest Territories,Solar,5.0,v1059484936
2023-01-01,Northwest Territories,Solar,0.0,v1059484936
2023-02-01,Northwest Territories,Solar,0.0,v1059484936
2023-03-01,Northwest Territories,Solar,21.0,v1059484936
2023-04-01,Northwest Territories,Solar,42.0,v1059484936
2023-05-01,Northwest Territories,Solar,44.0,v1059484936
2023-06-01,Northwest Territories,Solar,43.0,v1059484936
2023-07-01,Northwest Territories,Solar,35.0,v1059484936
2023-08-01,Northwest Territories,Solar,20.0,v1059484936
2023-09-01,Northwest Territories,Solar,17.0,v1059484936
2023-10-01,Northwest Territories,Solar,6.0,v1059484936
2023-11-01,Northwest Territories,Solar,1.0,v1059484936
2023-12-01,Northwest Territories,Solar,1.0,v1059484936
2024-01-01,Northwest Territories,Solar,1.0,v1059484936
2024-02-01,Northwest Territories,Solar,32.0,v1059484936
2024-03-01,Northwest Territories,Solar,616.0,v1059484936
2024-04-01,Northwest Territories,Solar,166.0,v1059484936
2024-05-01,Northwest Territories,Solar,319.0,v1059484936
2024-06-01,Northwest Territories,Solar,584.0,v1059484936
2024-07-01,Northwest Territories,Solar,653.0,v1059484936
2024-08-01,Northwest Territories,Solar,284.0,v1059484936
2024-09-01,Northwest Territories,Solar,349.0,v1059484936
2024-10-01,Northwest Territories,Solar,150.0,v1059484936
2024-11-01,Northwest Territories,Solar,32.0,v1059484936
2024-12-01,Northwest Territories,Solar,3.0,v1059484936
2025-01-01,Northwest Territories,Solar,16.0,v1059484936
2025-02-01,Northwest Territories,Solar,128.0,v1059484936
2025-03-01,Northwest Territories,Solar,452.0,v1059484936
2025-04-01,Northwest Territories,Solar,765.0,v1059484936
2025-05-01,Northwest Territories,Solar,830.0,v1059484936
2025-06-01,Northwest Territories,Solar,642.0,v1059484936
2025-07-01,Northwest Territories,Solar,676.0,v1059484936
2025-08-01,Northwest Territories,Solar,558.0,v1059484936
2025-09-01,Northwest Territories,Solar,324.0,v1059484936
2025-10-01,Northwest Territories,Solar,152.0,v1059484936
2025-11-01,Northwest Territories,Solar,29.0,v1059484936
2025-12-01,Northwest Territories,Solar,5.0,v1059484936
2026-01-01,Northwest Territories,Solar,17.0,v1059484936
2026-02-01,Northwest Territories,Solar,34.0,v1059484936
2026-03-01,Northwest Territories,Solar,379.0,v1059484936
2026-04-01,Northwest Territories,Solar,787.0,v1059484936
2012-11-01,Northwest Territories,Wind power turbine,1077.0,v65654502
2012-12-01,Northwest Territories,Wind power turbine,120.0,v65654502
2013-01-01,Northwest Territories,Wind power turbine,279.0,v65654502
2013-02-01,Northwest Territories,Wind power turbine,1260.0,v65654502
2013-03-01,Northwest Territories,Wind power turbine,1501.0,v65654502
2013-04-01,Northwest Territories,Wind power turbine,1540.0,v65654502
2013-05-01,Northwest Territories,Wind power turbine,1690.0,v65654502
2013-06-01,Northwest Territories,Wind power turbine,1139.0,v65654502
2013-07-01,Northwest Territories,Wind power turbine,1560.0,v65654502
2013-08-01,Northwest Territories,Wind power turbine,683.0,v65654502
2013-09-01,Northwest Territories,Wind power turbine,1681.0,v65654502
2013-10-01,Northwest Territories,Wind power turbine,1846.0,v65654502
2013-11-01,Northwest Territories,Wind power turbine,1258.0,v65654502
2013-12-01,Northwest Territories,Wind power turbine,1376.0,v65654502
2014-01-01,Northwest Territories,Wind power turbine,1910.0,v65654502
2014-02-01,Northwest Territories,Wind power turbine,1771.0,v65654502
2014-03-01,Northwest Territories,Wind power turbine,1994.0,v65654502
2014-04-01,Northwest Territories,Wind power turbine,1765.0,v65654502
2014-05-01,Northwest Territories,Wind power turbine,1556.0,v65654502
2014-06-01,Northwest Territories,Wind power turbine,1031.0,v65654502
2014-07-01,Northwest Territories,Wind power turbine,1124.0,v65654502
2014-08-01,Northwest Territories,Wind power turbine,1279.0,v65654502
2014-09-01,Northwest Territories,Wind power turbine,1852.0,v65654502
2014-10-01,Northwest Territories,Wind power turbine,1492.0,v65654502
2014-11-01,Northwest Territories,Wind power turbine,2182.0,v65654502
2014-12-01,Northwest Territories,Wind power turbine,1898.0,v65654502
2015-01-01,Northwest Territories,Wind power turbine,2945.0,v65654502
2015-02-01,Northwest Territories,Wind power turbine,1768.0,v65654502
2015-03-01,Northwest Territories,Wind power turbine,1639.0,v65654502
2015-04-01,Northwest Territories,Wind power turbine,1694.0,v65654502
2015-05-01,Northwest Territories,Wind power turbine,1432.0,v65654502
2015-06-01,Northwest Territories,Wind power turbine,1425.0,v65654502
2015-07-01,Northwest Territories,Wind power turbine,1115.0,v65654502
2015-08-01,Northwest Territories,Wind power turbine,1454.0,v65654502
2015-09-01,Northwest Territories,Wind power turbine,2667.0,v65654502
2015-10-01,Northwest Territories,Wind power turbine,1548.0,v65654502
2015-11-01,Northwest Territories,Wind power turbine,1686.0,v65654502
2015-12-01,Northwest Territories,Wind power turbine,1470.0,v65654502
2016-01-01,Northwest Territories,Wind power turbine,824.0,v65654502
2016-02-01,Northwest Territories,Wind power turbine,993.0,v65654502
2016-03-01,Northwest Territories,Wind power turbine,1141.0,v65654502
2016-04-01,Northwest Territories,Wind power turbine,1408.0,v65654502
2016-05-01,Northwest Territories,Wind power turbine,1424.0,v65654502
2016-06-01,Northwest Territories,Wind power turbine,2290.0,v65654502
2016-07-01,Northwest Territories,Wind power turbine,1357.0,v65654502
2016-08-01,Northwest Territories,Wind power turbine,781.0,v65654502
2016-09-01,Northwest Territories,Wind power turbine,1675.0,v65654502
2016-10-01,Northwest Territories,Wind power turbine,957.0,v65654502
2016-11-01,Northwest Territories,Wind power turbine,923.0,v65654502
2016-12-01,Northwest Territories,Wind power turbine,791.0,v65654502
2017-01-01,Northwest Territories,Wind power turbine,1572.0,v65654502
2017-02-01,Northwest Territories,Wind power turbine,1260.0,v65654502
2017-03-01,Northwest Territories,Wind power turbine,2272.0,v65654502
2017-04-01,Northwest Territories,Wind power turbine,1519.0,v65654502
2017-05-01,Northwest Territories,Wind power turbine,1896.0,v65654502
2017-06-01,Northwest Territories,Wind power turbine,1325.0,v65654502
2017-07-01,Northwest Territories,Wind power turbine,1425.0,v65654502
2017-08-01,Northwest Territories,Wind power turbine,961.0,v65654502
2017-09-01,Northwest Territories,Wind power turbine,1307.0,v65654502
2017-10-01,Northwest Territories,Wind power turbine,1155.0,v65654502
2017-11-01,Northwest Territories,Wind power turbine,1210.0,v65654502
2017-12-01,Northwest Territories,Wind power turbine,1289.0,v65654502
2018-01-01,Northwest Territories,Wind power turbine,1351.0,v65654502
2018-02-01,Northwest Territories,Wind power turbine,1955.0,v65654502
2018-03-01,Northwest Territories,Wind power turbine,1645.0,v65654502
2018-04-01,Northwest Territories,Wind power turbine,1251.0,v65654502
2018-05-01,Northwest Territories,Wind power turbine,1165.0,v65654502
2018-06-01,Northwest Territories,Wind power turbine,1860.0,v65654502
2018-07-01,Northwest Territories,Wind power turbine,1428.0,v65654502
2018-08-01,Northwest Territories,Wind power turbine,1366.0,v65654502
2018-09-01,Northwest Territories,Wind power turbine,2060.0,v65654502
2018-10-01,Northwest Territories,Wind power turbine,1496.0,v65654502
2018-11-01,Northwest Territories,Wind power turbine,1188.0,v65654502
2018-12-01,Northwest Territories,Wind power turbine,1249.0,v65654502
2019-01-01,Northwest Territories,Wind power turbine,1368.0,v65654502
2019-02-01,Northwest Territories,Wind power turbine,1085.0,v65654502
2019-03-01,Northwest Territories,Wind power turbine,2016.0,v65654502
2019-04-01,Northwest Territories,Wind power turbine,1941.0,v65654502
2019-05-01,Northwest Territories,Wind power turbine,1271.0,v65654502
2019-06-01,Northwest Territories,Wind power turbine,1642.0,v65654502
2019-07-01,Northwest Territories,Wind power turbine,1192.0,v65654502
2019-08-01,Northwest Territories,Wind power turbine,1306.0,v65654502
2019-09-01,Northwest Territories,Wind power turbine,1346.0,v65654502
2019-10-01,Northwest Territories,Wind power turbine,1872.0,v65654502
2019-11-01,Northwest Territories,Wind power turbine,1592.0,v65654502
2019-12-01,Northwest Territories,Wind power turbine,696.0,v65654502
2020-01-01,Northwest Territories,Wind power turbine,1159.0,v65654502
2020-02-01,Northwest Territories,Wind power turbine,1540.0,v65654502
2020-03-01,Northwest Territories,Wind power turbine,1776.0,v65654502
2020-04-01,Northwest Territories,Wind power turbine,1832.0,v65654502
2020-05-01,Northwest Territories,Wind power turbine,1742.0,v65654502
2020-06-01,Northwest Territories,Wind power turbine,1948.0,v65654502
2020-07-01,Northwest Territories,Wind power turbine,1366.0,v65654502
2020-08-01,Northwest Territories,Wind power turbine,1424.0,v65654502
2020-09-01,Northwest Territories,Wind power turbine,1803.0,v65654502
2020-10-01,Northwest Territories,Wind power turbine,2042.0,v65654502
2020-11-01,Northwest Territories,Wind power turbine,1496.0,v65654502
2020-12-01,Northwest Territories,Wind power turbine,1171.0,v65654502
2021-01-01,Northwest Territories,Wind power turbine,1182.0,v65654502
2021-02-01,Northwest Territories,Wind power turbine,745.0,v65654502
2021-03-01,Northwest Territories,Wind power turbine,2518.0,v65654502
2021-04-01,Northwest Territories,Wind power turbine,2168.0,v65654502
2021-05-01,Northwest Territories,Wind power turbine,1315.0,v65654502
2021-06-01,Northwest Territories,Wind power turbine,1738.0,v65654502
2021-07-01,Northwest Territories,Wind power turbine,1369.0,v65654502
2021-08-01,Northwest Territories,Wind power turbine,1246.0,v65654502
2021-09-01,Northwest Territories,Wind power turbine,1013.0,v65654502
2021-10-01,Northwest Territories,Wind power turbine,1707.0,v65654502
2021-11-01,Northwest Territories,Wind power turbine,1250.0,v65654502
2021-12-01,Northwest Territories,Wind power turbine,770.0,v65654502
2022-01-01,Northwest Territories,Wind power turbine,1289.0,v65654502
2022-02-01,Northwest Territories,Wind power turbine,1012.0,v65654502
2022-03-01,Northwest Territories,Wind power turbine,1281.0,v65654502
2022-04-01,Northwest Territories,Wind power turbine,1369.0,v65654502
2022-05-01,Northwest Territories,Wind power turbine,1238.0,v65654502
2022-06-01,Northwest Territories,Wind power turbine,902.0,v65654502
2022-07-01,Northwest Territories,Wind power turbine,956.0,v65654502
2022-08-01,Northwest Territories,Wind power turbine,1302.0,v65654502
2022-09-01,Northwest Territories,Wind power turbine,2293.0,v65654502
2022-10-01,Northwest Territories,Wind power turbine,2308.0,v65654502
2022-11-01,Northwest Territories,Wind power turbine,1494.0,v65654502
2022-12-01,Northwest Territories,Wind power turbine,1735.0,v65654502
2023-01-01,Northwest Territories,Wind power turbine,1039.0,v65654502
2023-02-01,Northwest Territories,Wind power turbine,509.0,v65654502
2023-03-01,Northwest Territories,Wind power turbine,1048.0,v65654502
2023-04-01,Northwest Territories,Wind power turbine,1564.0,v65654502
2023-05-01,Northwest Territories,Wind power turbine,1962.0,v65654502
2023-06-01,Northwest Territories,Wind power turbine,1316.0,v65654502
2023-07-01,Northwest Territories,Wind power turbine,741.0,v65654502
2023-08-01,Northwest Territories,Wind power turbine,1279.0,v65654502
2023-09-01,Northwest Territories,Wind power turbine,1687.0,v65654502
2023-10-01,Northwest Territories,Wind power turbine,2432.0,v65654502
2023-11-01,Northwest Territories,Wind power turbine,1620.0,v65654502
2023-12-01,Northwest Territories,Wind power turbine,1175.0,v65654502
2024-01-01,Northwest Territories,Wind power turbine,987.0,v65654502
2024-02-01,Northwest Territories,Wind power turbine,1504.0,v65654502
2024-03-01,Northwest Territories,Wind power turbine,824.0,v65654502
2024-04-01,Northwest Territories,Wind power turbine,1158.0,v65654502
2024-05-01,Northwest Territories,Wind power turbine,1700.0,v65654502
2024-06-01,Northwest Territories,Wind power turbine,1141.0,v65654502
2024-07-01,Northwest Territories,Wind power turbine,1012.0,v65654502
2024-08-01,Northwest Territories,Wind power turbine,1490.0,v65654502
2024-09-01,Northwest Territories,Wind power turbine,1947.0,v65654502
2024-10-01,Northwest Territories,Wind power turbine,3182.0,v65654502
2024-11-01,Northwest Territories,Wind power turbine,1855.0,v65654502
2024-12-01,Northwest Territories,Wind power turbine,1731.0,v65654502
2025-01-01,Northwest Territories,Wind power turbine,2369.0,v65654502
2025-02-01,Northwest Territories,Wind power turbine,2045.0,v65654502
2025-03-01,Northwest Territories,Wind power turbine,1151.0,v65654502
2025-04-01,Northwest Territories,Wind power turbine,2320.0,v65654502
2025-05-01,Northwest Territories,Wind power turbine,1954.0,v65654502
2025-06-01,Northwest Territories,Wind power turbine,1805.0,v65654502
2025-07-01,Northwest Territories,Wind power turbine,1696.0,v65654502
2025-08-01,Northwest Territories,Wind power turbine,1397.0,v65654502
2025-09-01,Northwest Territories,Wind power turbine,2022.0,v65654502
2025-10-01,Northwest Territories,Wind power turbine,2368.0,v65654502
2025-11-01,Northwest Territories,Wind power turbine,1480.0,v65654502
2025-12-01,Northwest Territories,Wind power turbine,1792.0,v65654502
2026-01-01,Northwest Territories,Wind power turbine,2216.0,v65654502
2026-02-01,Northwest Territories,Wind power turbine,1556.0,v65654502
2026-03-01,Northwest Territories,Wind power turbine,1574.0,v65654502
2026-04-01,Northwest Territories,Wind power turbine,1065.0,v65654502
2008-01-01,Nova Scotia,Combustion turbine,30863.0,v44174723
2008-02-01,Nova Scotia,Combustion turbine,25380.0,v44174723
2008-03-01,Nova Scotia,Combustion turbine,20395.0,v44174723
2008-04-01,Nova Scotia,Combustion turbine,8341.0,v44174723
2008-05-01,Nova Scotia,Combustion turbine,8790.0,v44174723
2008-06-01,Nova Scotia,Combustion turbine,19474.0,v44174723
2008-07-01,Nova Scotia,Combustion turbine,27094.0,v44174723
2008-08-01,Nova Scotia,Combustion turbine,17180.0,v44174723
2008-09-01,Nova Scotia,Combustion turbine,22104.0,v44174723
2008-10-01,Nova Scotia,Combustion turbine,32772.0,v44174723
2008-11-01,Nova Scotia,Combustion turbine,27009.0,v44174723
2008-12-01,Nova Scotia,Combustion turbine,19797.0,v44174723
2009-01-01,Nova Scotia,Combustion turbine,27973.0,v44174723
2009-02-01,Nova Scotia,Combustion turbine,35355.0,v44174723
2009-03-01,Nova Scotia,Combustion turbine,29780.0,v44174723
2009-04-01,Nova Scotia,Combustion turbine,18911.0,v44174723
2009-05-01,Nova Scotia,Combustion turbine,29881.0,v44174723
2009-06-01,Nova Scotia,Combustion turbine,45117.0,v44174723
2009-07-01,Nova Scotia,Combustion turbine,43496.0,v44174723
2009-08-01,Nova Scotia,Combustion turbine,33194.0,v44174723
2009-09-01,Nova Scotia,Combustion turbine,39776.0,v44174723
2009-10-01,Nova Scotia,Combustion turbine,50950.0,v44174723
2009-11-01,Nova Scotia,Combustion turbine,57486.0,v44174723
2009-12-01,Nova Scotia,Combustion turbine,45466.0,v44174723
2010-01-01,Nova Scotia,Combustion turbine,42670.0,v44174723
2010-02-01,Nova Scotia,Combustion turbine,40042.0,v44174723
2010-03-01,Nova Scotia,Combustion turbine,31600.0,v44174723
2010-04-01,Nova Scotia,Combustion turbine,31676.0,v44174723
2010-05-01,Nova Scotia,Combustion turbine,42774.0,v44174723
2010-06-01,Nova Scotia,Combustion turbine,33517.0,v44174723
2010-07-01,Nova Scotia,Combustion turbine,16029.0,v44174723
2010-08-01,Nova Scotia,Combustion turbine,15771.0,v44174723
2010-09-01,Nova Scotia,Combustion turbine,31929.0,v44174723
2010-10-01,Nova Scotia,Combustion turbine,30919.0,v44174723
2010-11-01,Nova Scotia,Combustion turbine,48615.0,v44174723
2010-12-01,Nova Scotia,Combustion turbine,27349.0,v44174723
2011-01-01,Nova Scotia,Combustion turbine,42563.0,v44174723
2011-02-01,Nova Scotia,Combustion turbine,39743.0,v44174723
2011-03-01,Nova Scotia,Combustion turbine,41505.0,v44174723
2011-04-01,Nova Scotia,Combustion turbine,43228.0,v44174723
2011-05-01,Nova Scotia,Combustion turbine,49423.0,v44174723
2011-06-01,Nova Scotia,Combustion turbine,41359.0,v44174723
2011-07-01,Nova Scotia,Combustion turbine,35490.0,v44174723
2011-08-01,Nova Scotia,Combustion turbine,27008.0,v44174723
2011-09-01,Nova Scotia,Combustion turbine,25837.0,v44174723
2011-10-01,Nova Scotia,Combustion turbine,24331.0,v44174723
2011-11-01,Nova Scotia,Combustion turbine,22145.0,v44174723
2011-12-01,Nova Scotia,Combustion turbine,26449.0,v44174723
2012-01-01,Nova Scotia,Combustion turbine,39425.0,v44174723
2012-02-01,Nova Scotia,Combustion turbine,63739.0,v44174723
2012-03-01,Nova Scotia,Combustion turbine,74760.0,v44174723
2012-04-01,Nova Scotia,Combustion turbine,64657.0,v44174723
2012-05-01,Nova Scotia,Combustion turbine,62159.0,v44174723
2012-06-01,Nova Scotia,Combustion turbine,41713.0,v44174723
2012-07-01,Nova Scotia,Combustion turbine,36308.0,v44174723
2012-08-01,Nova Scotia,Combustion turbine,52233.0,v44174723
2012-09-01,Nova Scotia,Combustion turbine,40649.0,v44174723
2012-10-01,Nova Scotia,Combustion turbine,67884.0,v44174723
2012-11-01,Nova Scotia,Combustion turbine,13632.0,v44174723
2012-12-01,Nova Scotia,Combustion turbine,26804.0,v44174723
2013-01-01,Nova Scotia,Combustion turbine,47280.0,v44174723
2013-02-01,Nova Scotia,Combustion turbine,26735.0,v44174723
2013-03-01,Nova Scotia,Combustion turbine,28264.0,v44174723
2013-04-01,Nova Scotia,Combustion turbine,8238.0,v44174723
2013-05-01,Nova Scotia,Combustion turbine,3848.0,v44174723
2013-06-01,Nova Scotia,Combustion turbine,6636.0,v44174723
2013-07-01,Nova Scotia,Combustion turbine,40031.0,v44174723
2013-08-01,Nova Scotia,Combustion turbine,74012.0,v44174723
2013-09-01,Nova Scotia,Combustion turbine,63545.0,v44174723
2013-10-01,Nova Scotia,Combustion turbine,65199.0,v44174723
2013-11-01,Nova Scotia,Combustion turbine,72451.0,v44174723
2013-12-01,Nova Scotia,Combustion turbine,62354.0,v44174723
2014-01-01,Nova Scotia,Combustion turbine,26967.0,v44174723
2014-02-01,Nova Scotia,Combustion turbine,39658.0,v44174723
2014-03-01,Nova Scotia,Combustion turbine,36714.0,v44174723
2014-04-01,Nova Scotia,Combustion turbine,78056.0,v44174723
2014-05-01,Nova Scotia,Combustion turbine,86824.0,v44174723
2014-06-01,Nova Scotia,Combustion turbine,21814.0,v44174723
2014-07-01,Nova Scotia,Combustion turbine,41068.0,v44174723
2014-08-01,Nova Scotia,Combustion turbine,84606.0,v44174723
2014-09-01,Nova Scotia,Combustion turbine,70023.0,v44174723
2014-10-01,Nova Scotia,Combustion turbine,40539.0,v44174723
2014-11-01,Nova Scotia,Combustion turbine,18962.0,v44174723
