date,region,source,generation_mwh,vector
2008-01-01,Alberta,Combustion turbine,799878.0,v44174634
2008-02-01,Alberta,Combustion turbine,779246.0,v44174634
2008-03-01,Alberta,Combustion turbine,803235.0,v44174634
2008-04-01,Alberta,Combustion turbine,812127.0,v44174634
2008-05-01,Alberta,Combustion turbine,808616.0,v44174634
2008-06-01,Alberta,Combustion turbine,677598.0,v44174634
2008-07-01,Alberta,Combustion turbine,718511.0,v44174634
2008-08-01,Alberta,Combustion turbine,743169.0,v44174634
2008-09-01,Alberta,Combustion turbine,638185.0,v44174634
2008-10-01,Alberta,Combustion turbine,702371.0,v44174634
2008-11-01,Alberta,Combustion turbine,775359.0,v44174634
2008-12-01,Alberta,Combustion turbine,852716.0,v44174634
2009-01-01,Alberta,Combustion turbine,870622.0,v44174634
2009-02-01,Alberta,Combustion turbine,831508.0,v44174634
2009-03-01,Alberta,Combustion turbine,857787.0,v44174634
2009-04-01,Alberta,Combustion turbine,747970.0,v44174634
2009-05-01,Alberta,Combustion turbine,668116.0,v44174634
2009-06-01,Alberta,Combustion turbine,714619.0,v44174634
2009-07-01,Alberta,Combustion turbine,785112.0,v44174634
2009-08-01,Alberta,Combustion turbine,767159.0,v44174634
2009-09-01,Alberta,Combustion turbine,725405.0,v44174634
2009-10-01,Alberta,Combustion turbine,775609.0,v44174634
2009-11-01,Alberta,Combustion turbine,823842.0,v44174634
2009-12-01,Alberta,Combustion turbine,796959.0,v44174634
2010-01-01,Alberta,Combustion turbine,765351.0,v44174634
2010-02-01,Alberta,Combustion turbine,701034.0,v44174634
2010-03-01,Alberta,Combustion turbine,758736.0,v44174634
2010-04-01,Alberta,Combustion turbine,818102.0,v44174634
2010-05-01,Alberta,Combustion turbine,956490.0,v44174634
2010-06-01,Alberta,Combustion turbine,820565.0,v44174634
2010-07-01,Alberta,Combustion turbine,851414.0,v44174634
2010-08-01,Alberta,Combustion turbine,872049.0,v44174634
2010-09-01,Alberta,Combustion turbine,768811.0,v44174634
2010-10-01,Alberta,Combustion turbine,895667.0,v44174634
2010-11-01,Alberta,Combustion turbine,911949.0,v44174634
2010-12-01,Alberta,Combustion turbine,964335.0,v44174634
2011-01-01,Alberta,Combustion turbine,977490.0,v44174634
2011-02-01,Alberta,Combustion turbine,893807.0,v44174634
2011-03-01,Alberta,Combustion turbine,961476.0,v44174634
2011-04-01,Alberta,Combustion turbine,965693.0,v44174634
2011-05-01,Alberta,Combustion turbine,814155.0,v44174634
2011-06-01,Alberta,Combustion turbine,831272.0,v44174634
2011-07-01,Alberta,Combustion turbine,999529.0,v44174634
2011-08-01,Alberta,Combustion turbine,1032221.0,v44174634
2011-09-01,Alberta,Combustion turbine,880493.0,v44174634
2011-10-01,Alberta,Combustion turbine,1034890.0,v44174634
2011-11-01,Alberta,Combustion turbine,1097894.0,v44174634
2011-12-01,Alberta,Combustion turbine,1185985.0,v44174634
2012-01-01,Alberta,Combustion turbine,1481661.0,v44174634
2012-02-01,Alberta,Combustion turbine,1360619.0,v44174634
2012-03-01,Alberta,Combustion turbine,1314912.0,v44174634
2012-04-01,Alberta,Combustion turbine,1186850.0,v44174634
2012-05-01,Alberta,Combustion turbine,1064777.0,v44174634
2012-06-01,Alberta,Combustion turbine,1162475.0,v44174634
2012-07-01,Alberta,Combustion turbine,1183252.0,v44174634
2012-08-01,Alberta,Combustion turbine,1167828.0,v44174634
2012-09-01,Alberta,Combustion turbine,1133788.0,v44174634
2012-10-01,Alberta,Combustion turbine,1229851.0,v44174634
2012-11-01,Alberta,Combustion turbine,1146223.0,v44174634
2012-12-01,Alberta,Combustion turbine,1223271.0,v44174634
2013-01-01,Alberta,Combustion turbine,1188653.0,v44174634
2013-02-01,Alberta,Combustion turbine,1076092.0,v44174634
2013-03-01,Alberta,Combustion turbine,1222440.0,v44174634
2013-04-01,Alberta,Combustion turbine,1125094.0,v44174634
2013-05-01,Alberta,Combustion turbine,1108323.0,v44174634
2013-06-01,Alberta,Combustion turbine,1063718.0,v44174634
2013-07-01,Alberta,Combustion turbine,1130527.0,v44174634
2013-08-01,Alberta,Combustion turbine,1190650.0,v44174634
2013-09-01,Alberta,Combustion turbine,1052456.0,v44174634
2013-10-01,Alberta,Combustion turbine,1072208.0,v44174634
2013-11-01,Alberta,Combustion turbine,1221730.0,v44174634
2013-12-01,Alberta,Combustion turbine,1325220.0,v44174634
2014-01-01,Alberta,Combustion turbine,1253179.0,v44174634
2014-02-01,Alberta,Combustion turbine,1138174.0,v44174634
2014-03-01,Alberta,Combustion turbine,1303299.0,v44174634
2014-04-01,Alberta,Combustion turbine,1092242.0,v44174634
2014-05-01,Alberta,Combustion turbine,1192669.0,v44174634
2014-06-01,Alberta,Combustion turbine,949788.0,v44174634
2014-07-01,Alberta,Combustion turbine,1123844.0,v44174634
2014-08-01,Alberta,Combustion turbine,1029471.0,v44174634
2014-09-01,Alberta,Combustion turbine,1051291.0,v44174634
2014-10-01,Alberta,Combustion turbine,1104595.0,v44174634
2014-11-01,Alberta,Combustion turbine,1173129.0,v44174634
2014-12-01,Alberta,Combustion turbine,1240550.0,v44174634
2015-01-01,Alberta,Combustion turbine,1265605.0,v44174634
2015-02-01,Alberta,Combustion turbine,1143880.0,v44174634
2015-03-01,Alberta,Combustion turbine,1147446.0,v44174634
2015-04-01,Alberta,Combustion turbine,941450.0,v44174634
2015-05-01,Alberta,Combustion turbine,1038243.0,v44174634
2015-06-01,Alberta,Combustion turbine,1044901.0,v44174634
2015-07-01,Alberta,Combustion turbine,1071327.0,v44174634
2015-08-01,Alberta,Combustion turbine,1150281.0,v44174634
2015-09-01,Alberta,Combustion turbine,880594.0,v44174634
2015-10-01,Alberta,Combustion turbine,1030965.0,v44174634
2015-11-01,Alberta,Combustion turbine,1016167.0,v44174634
2015-12-01,Alberta,Combustion turbine,1167615.0,v44174634
2008-01-01,Alberta,Conventional steam turbine,4388878.0,v44174632
2008-02-01,Alberta,Conventional steam turbine,3966047.0,v44174632
2008-03-01,Alberta,Conventional steam turbine,4130716.0,v44174632
2008-04-01,Alberta,Conventional steam turbine,3743258.0,v44174632
2008-05-01,Alberta,Conventional steam turbine,3886628.0,v44174632
2008-06-01,Alberta,Conventional steam turbine,3434743.0,v44174632
2008-07-01,Alberta,Conventional steam turbine,3935600.0,v44174632
2008-08-01,Alberta,Conventional steam turbine,3984107.0,v44174632
2008-09-01,Alberta,Conventional steam turbine,3795249.0,v44174632
2008-10-01,Alberta,Conventional steam turbine,4017262.0,v44174632
2008-11-01,Alberta,Conventional steam turbine,3924619.0,v44174632
2008-12-01,Alberta,Conventional steam turbine,4109919.0,v44174632
2009-01-01,Alberta,Conventional steam turbine,4125600.0,v44174632
2009-02-01,Alberta,Conventional steam turbine,3918960.0,v44174632
2009-03-01,Alberta,Conventional steam turbine,4159566.0,v44174632
2009-04-01,Alberta,Conventional steam turbine,3929681.0,v44174632
2009-05-01,Alberta,Conventional steam turbine,3873559.0,v44174632
2009-06-01,Alberta,Conventional steam turbine,3781215.0,v44174632
2009-07-01,Alberta,Conventional steam turbine,3969608.0,v44174632
2009-08-01,Alberta,Conventional steam turbine,4035813.0,v44174632
2009-09-01,Alberta,Conventional steam turbine,3934176.0,v44174632
2009-10-01,Alberta,Conventional steam turbine,4063452.0,v44174632
2009-11-01,Alberta,Conventional steam turbine,3811044.0,v44174632
2009-12-01,Alberta,Conventional steam turbine,4553644.0,v44174632
2010-01-01,Alberta,Conventional steam turbine,4433484.0,v44174632
2010-02-01,Alberta,Conventional steam turbine,3991039.0,v44174632
2010-03-01,Alberta,Conventional steam turbine,4189161.0,v44174632
2010-04-01,Alberta,Conventional steam turbine,3721795.0,v44174632
2010-05-01,Alberta,Conventional steam turbine,3652261.0,v44174632
2010-06-01,Alberta,Conventional steam turbine,3730198.0,v44174632
2010-07-01,Alberta,Conventional steam turbine,4093719.0,v44174632
2010-08-01,Alberta,Conventional steam turbine,3988690.0,v44174632
2010-09-01,Alberta,Conventional steam turbine,4222115.0,v44174632
2010-10-01,Alberta,Conventional steam turbine,4101367.0,v44174632
2010-11-01,Alberta,Conventional steam turbine,4347814.0,v44174632
2010-12-01,Alberta,Conventional steam turbine,4404908.0,v44174632
2011-01-01,Alberta,Conventional steam turbine,4109711.0,v44174632
2011-02-01,Alberta,Conventional steam turbine,3677594.0,v44174632
2011-03-01,Alberta,Conventional steam turbine,3943628.0,v44174632
2011-04-01,Alberta,Conventional steam turbine,3286944.0,v44174632
2011-05-01,Alberta,Conventional steam turbine,3431633.0,v44174632
2011-06-01,Alberta,Conventional steam turbine,3374594.0,v44174632
2011-07-01,Alberta,Conventional steam turbine,3586904.0,v44174632
2011-08-01,Alberta,Conventional steam turbine,3780941.0,v44174632
2011-09-01,Alberta,Conventional steam turbine,3987035.0,v44174632
2011-10-01,Alberta,Conventional steam turbine,3787403.0,v44174632
2011-11-01,Alberta,Conventional steam turbine,3715580.0,v44174632
2011-12-01,Alberta,Conventional steam turbine,3549277.0,v44174632
2012-01-01,Alberta,Conventional steam turbine,4253177.0,v44174632
2012-02-01,Alberta,Conventional steam turbine,3980431.0,v44174632
2012-03-01,Alberta,Conventional steam turbine,4103731.0,v44174632
2012-04-01,Alberta,Conventional steam turbine,3530926.0,v44174632
2012-05-01,Alberta,Conventional steam turbine,3436380.0,v44174632
2012-06-01,Alberta,Conventional steam turbine,3071415.0,v44174632
2012-07-01,Alberta,Conventional steam turbine,3715045.0,v44174632
2012-08-01,Alberta,Conventional steam turbine,4044043.0,v44174632
2012-09-01,Alberta,Conventional steam turbine,3851377.0,v44174632
2012-10-01,Alberta,Conventional steam turbine,3884336.0,v44174632
2012-11-01,Alberta,Conventional steam turbine,3700956.0,v44174632
2012-12-01,Alberta,Conventional steam turbine,4178325.0,v44174632
2013-01-01,Alberta,Conventional steam turbine,3994708.0,v44174632
2013-02-01,Alberta,Conventional steam turbine,3636915.0,v44174632
2013-03-01,Alberta,Conventional steam turbine,3535737.0,v44174632
2013-04-01,Alberta,Conventional steam turbine,3387461.0,v44174632
2013-05-01,Alberta,Conventional steam turbine,3407238.0,v44174632
2013-06-01,Alberta,Conventional steam turbine,3510537.0,v44174632
2013-07-01,Alberta,Conventional steam turbine,3901839.0,v44174632
2013-08-01,Alberta,Conventional steam turbine,3665835.0,v44174632
2013-09-01,Alberta,Conventional steam turbine,3560032.0,v44174632
2013-10-01,Alberta,Conventional steam turbine,3954522.0,v44174632
2013-11-01,Alberta,Conventional steam turbine,4096091.0,v44174632
2013-12-01,Alberta,Conventional steam turbine,4263833.0,v44174632
2014-01-01,Alberta,Conventional steam turbine,4224842.0,v44174632
2014-02-01,Alberta,Conventional steam turbine,3735064.0,v44174632
2014-03-01,Alberta,Conventional steam turbine,4058067.0,v44174632
2014-04-01,Alberta,Conventional steam turbine,3854869.0,v44174632
2014-05-01,Alberta,Conventional steam turbine,3574294.0,v44174632
2014-06-01,Alberta,Conventional steam turbine,3737233.0,v44174632
2014-07-01,Alberta,Conventional steam turbine,3959638.0,v44174632
2014-08-01,Alberta,Conventional steam turbine,4106899.0,v44174632
2014-09-01,Alberta,Conventional steam turbine,3753011.0,v44174632
2014-10-01,Alberta,Conventional steam turbine,3822814.0,v44174632
2014-11-01,Alberta,Conventional steam turbine,4198300.0,v44174632
2014-12-01,Alberta,Conventional steam turbine,4382802.0,v44174632
2015-01-01,Alberta,Conventional steam turbine,3915451.0,v44174632
2015-02-01,Alberta,Conventional steam turbine,3477684.0,v44174632
2015-03-01,Alberta,Conventional steam turbine,3482148.0,v44174632
2015-04-01,Alberta,Conventional steam turbine,3405732.0,v44174632
2015-05-01,Alberta,Conventional steam turbine,3117324.0,v44174632
2015-06-01,Alberta,Conventional steam turbine,3448008.0,v44174632
2015-07-01,Alberta,Conventional steam turbine,3637463.0,v44174632
2015-08-01,Alberta,Conventional steam turbine,3794929.0,v44174632
2015-09-01,Alberta,Conventional steam turbine,3674282.0,v44174632
2015-10-01,Alberta,Conventional steam turbine,3813823.0,v44174632
2015-11-01,Alberta,Conventional steam turbine,3679608.0,v44174632
2015-12-01,Alberta,Conventional steam turbine,3943846.0,v44174632
2008-01-01,Alberta,Hydraulic turbine,135167.0,v44174631
2008-02-01,Alberta,Hydraulic turbine,118164.0,v44174631
2008-03-01,Alberta,Hydraulic turbine,138036.0,v44174631
2008-04-01,Alberta,Hydraulic turbine,109743.0,v44174631
2008-05-01,Alberta,Hydraulic turbine,146529.0,v44174631
2008-06-01,Alberta,Hydraulic turbine,311965.0,v44174631
2008-07-01,Alberta,Hydraulic turbine,295147.0,v44174631
2008-08-01,Alberta,Hydraulic turbine,180420.0,v44174631
2008-09-01,Alberta,Hydraulic turbine,138396.0,v44174631
2008-10-01,Alberta,Hydraulic turbine,126226.0,v44174631
2008-11-01,Alberta,Hydraulic turbine,121148.0,v44174631
2008-12-01,Alberta,Hydraulic turbine,132842.0,v44174631
2009-01-01,Alberta,Hydraulic turbine,142557.0,v44174631
2009-02-01,Alberta,Hydraulic turbine,119049.0,v44174631
2009-03-01,Alberta,Hydraulic turbine,121120.0,v44174631
2009-04-01,Alberta,Hydraulic turbine,104561.0,v44174631
2009-05-01,Alberta,Hydraulic turbine,116879.0,v44174631
2009-06-01,Alberta,Hydraulic turbine,161945.0,v44174631
2009-07-01,Alberta,Hydraulic turbine,146291.0,v44174631
2009-08-01,Alberta,Hydraulic turbine,140043.0,v44174631
2009-09-01,Alberta,Hydraulic turbine,132414.0,v44174631
2009-10-01,Alberta,Hydraulic turbine,109348.0,v44174631
2009-11-01,Alberta,Hydraulic turbine,109134.0,v44174631
2009-12-01,Alberta,Hydraulic turbine,125330.0,v44174631
2010-01-01,Alberta,Hydraulic turbine,121062.0,v44174631
2010-02-01,Alberta,Hydraulic turbine,104105.0,v44174631
2010-03-01,Alberta,Hydraulic turbine,103517.0,v44174631
2010-04-01,Alberta,Hydraulic turbine,89503.0,v44174631
2010-05-01,Alberta,Hydraulic turbine,121556.0,v44174631
2010-06-01,Alberta,Hydraulic turbine,157975.0,v44174631
2010-07-01,Alberta,Hydraulic turbine,162651.0,v44174631
2010-08-01,Alberta,Hydraulic turbine,154234.0,v44174631
2010-09-01,Alberta,Hydraulic turbine,139217.0,v44174631
2010-10-01,Alberta,Hydraulic turbine,126750.0,v44174631
2010-11-01,Alberta,Hydraulic turbine,130698.0,v44174631
2010-12-01,Alberta,Hydraulic turbine,147074.0,v44174631
2011-01-01,Alberta,Hydraulic turbine,141046.0,v44174631
2011-02-01,Alberta,Hydraulic turbine,125560.0,v44174631
2011-03-01,Alberta,Hydraulic turbine,138975.0,v44174631
2011-04-01,Alberta,Hydraulic turbine,121369.0,v44174631
2011-05-01,Alberta,Hydraulic turbine,139809.0,v44174631
2011-06-01,Alberta,Hydraulic turbine,264677.0,v44174631
2011-07-01,Alberta,Hydraulic turbine,292175.0,v44174631
2011-08-01,Alberta,Hydraulic turbine,210692.0,v44174631
2011-09-01,Alberta,Hydraulic turbine,170949.0,v44174631
2011-10-01,Alberta,Hydraulic turbine,159608.0,v44174631
2011-11-01,Alberta,Hydraulic turbine,146256.0,v44174631
2011-12-01,Alberta,Hydraulic turbine,137054.0,v44174631
2012-01-01,Alberta,Hydraulic turbine,139964.0,v44174631
2012-02-01,Alberta,Hydraulic turbine,121729.0,v44174631
2012-03-01,Alberta,Hydraulic turbine,135467.0,v44174631
2012-04-01,Alberta,Hydraulic turbine,162468.0,v44174631
2012-05-01,Alberta,Hydraulic turbine,187251.0,v44174631
2012-06-01,Alberta,Hydraulic turbine,307245.0,v44174631
2012-07-01,Alberta,Hydraulic turbine,411757.0,v44174631
2012-08-01,Alberta,Hydraulic turbine,298307.0,v44174631
2012-09-01,Alberta,Hydraulic turbine,152104.0,v44174631
2012-10-01,Alberta,Hydraulic turbine,121026.0,v44174631
2012-11-01,Alberta,Hydraulic turbine,114992.0,v44174631
2012-12-01,Alberta,Hydraulic turbine,121799.0,v44174631
2013-01-01,Alberta,Hydraulic turbine,126474.0,v44174631
2013-02-01,Alberta,Hydraulic turbine,126520.0,v44174631
2013-03-01,Alberta,Hydraulic turbine,123212.0,v44174631
2013-04-01,Alberta,Hydraulic turbine,154211.0,v44174631
2013-05-01,Alberta,Hydraulic turbine,194610.0,v44174631
2013-06-01,Alberta,Hydraulic turbine,346488.0,v44174631
2013-07-01,Alberta,Hydraulic turbine,354546.0,v44174631
2013-08-01,Alberta,Hydraulic turbine,240007.0,v44174631
2013-09-01,Alberta,Hydraulic turbine,202680.0,v44174631
2013-10-01,Alberta,Hydraulic turbine,139725.0,v44174631
2013-11-01,Alberta,Hydraulic turbine,129098.0,v44174631
2013-12-01,Alberta,Hydraulic turbine,131857.0,v44174631
2014-01-01,Alberta,Hydraulic turbine,136132.0,v44174631
2014-02-01,Alberta,Hydraulic turbine,112504.0,v44174631
2014-03-01,Alberta,Hydraulic turbine,137472.0,v44174631
2014-04-01,Alberta,Hydraulic turbine,132275.0,v44174631
2014-05-01,Alberta,Hydraulic turbine,196687.0,v44174631
2014-06-01,Alberta,Hydraulic turbine,274303.0,v44174631
2014-07-01,Alberta,Hydraulic turbine,271363.0,v44174631
2014-08-01,Alberta,Hydraulic turbine,202615.0,v44174631
2014-09-01,Alberta,Hydraulic turbine,143375.0,v44174631
2014-10-01,Alberta,Hydraulic turbine,157672.0,v44174631
2014-11-01,Alberta,Hydraulic turbine,131510.0,v44174631
2014-12-01,Alberta,Hydraulic turbine,171582.0,v44174631
2015-01-01,Alberta,Hydraulic turbine,141866.0,v44174631
2015-02-01,Alberta,Hydraulic turbine,136161.0,v44174631
2015-03-01,Alberta,Hydraulic turbine,149701.0,v44174631
2015-04-01,Alberta,Hydraulic turbine,134717.0,v44174631
2015-05-01,Alberta,Hydraulic turbine,217508.0,v44174631
2015-06-01,Alberta,Hydraulic turbine,237399.0,v44174631
2015-07-01,Alberta,Hydraulic turbine,189958.0,v44174631
2015-08-01,Alberta,Hydraulic turbine,165762.0,v44174631
2015-09-01,Alberta,Hydraulic turbine,157797.0,v44174631
2015-10-01,Alberta,Hydraulic turbine,130680.0,v44174631
2015-11-01,Alberta,Hydraulic turbine,135345.0,v44174631
2015-12-01,Alberta,Hydraulic turbine,148488.0,v44174631
2016-01-01,Alberta,Hydraulic turbine,143297.0,v44174631
2016-02-01,Alberta,Hydraulic turbine,133727.0,v44174631
2016-03-01,Alberta,Hydraulic turbine,161315.0,v44174631
2016-04-01,Alberta,Hydraulic turbine,162970.0,v44174631
2016-05-01,Alberta,Hydraulic turbine,188577.0,v44174631
2016-06-01,Alberta,Hydraulic turbine,177870.0,v44174631
2016-07-01,Alberta,Hydraulic turbine,190938.0,v44174631
2016-08-01,Alberta,Hydraulic turbine,212118.0,v44174631
2016-09-01,Alberta,Hydraulic turbine,158254.0,v44174631
2016-10-01,Alberta,Hydraulic turbine,141251.0,v44174631
2016-11-01,Alberta,Hydraulic turbine,141229.0,v44174631
2016-12-01,Alberta,Hydraulic turbine,140515.0,v44174631
2017-01-01,Alberta,Hydraulic turbine,122138.0,v44174631
2017-02-01,Alberta,Hydraulic turbine,133353.0,v44174631
2017-03-01,Alberta,Hydraulic turbine,136453.0,v44174631
2017-04-01,Alberta,Hydraulic turbine,176015.0,v44174631
2017-05-01,Alberta,Hydraulic turbine,204890.0,v44174631
2017-06-01,Alberta,Hydraulic turbine,366920.0,v44174631
2017-07-01,Alberta,Hydraulic turbine,261367.0,v44174631
2017-08-01,Alberta,Hydraulic turbine,182821.0,v44174631
2017-09-01,Alberta,Hydraulic turbine,158940.0,v44174631
2017-10-01,Alberta,Hydraulic turbine,115172.0,v44174631
2017-11-01,Alberta,Hydraulic turbine,96645.0,v44174631
2017-12-01,Alberta,Hydraulic turbine,95188.0,v44174631
2018-01-01,Alberta,Hydraulic turbine,103695.0,v44174631
2018-02-01,Alberta,Hydraulic turbine,102802.0,v44174631
2018-03-01,Alberta,Hydraulic turbine,109119.0,v44174631
2018-04-01,Alberta,Hydraulic turbine,129920.0,v44174631
2018-05-01,Alberta,Hydraulic turbine,229431.0,v44174631
2018-06-01,Alberta,Hydraulic turbine,234825.0,v44174631
2018-07-01,Alberta,Hydraulic turbine,300957.0,v44174631
2018-08-01,Alberta,Hydraulic turbine,243550.0,v44174631
2018-09-01,Alberta,Hydraulic turbine,169452.0,v44174631
2018-10-01,Alberta,Hydraulic turbine,127016.0,v44174631
2018-11-01,Alberta,Hydraulic turbine,122492.0,v44174631
2018-12-01,Alberta,Hydraulic turbine,124332.0,v44174631
2019-01-01,Alberta,Hydraulic turbine,120432.0,v44174631
2019-02-01,Alberta,Hydraulic turbine,132223.0,v44174631
2019-03-01,Alberta,Hydraulic turbine,111235.0,v44174631
2019-04-01,Alberta,Hydraulic turbine,119021.0,v44174631
2019-05-01,Alberta,Hydraulic turbine,215614.0,v44174631
2019-06-01,Alberta,Hydraulic turbine,385525.0,v44174631
2019-07-01,Alberta,Hydraulic turbine,438459.0,v44174631
2019-08-01,Alberta,Hydraulic turbine,273351.0,v44174631
2019-09-01,Alberta,Hydraulic turbine,267883.0,v44174631
2019-10-01,Alberta,Hydraulic turbine,168092.0,v44174631
2019-11-01,Alberta,Hydraulic turbine,151649.0,v44174631
2019-12-01,Alberta,Hydraulic turbine,159571.0,v44174631
2020-01-01,Alberta,Hydraulic turbine,138165.0,v44174631
2020-02-01,Alberta,Hydraulic turbine,106008.0,v44174631
2020-03-01,Alberta,Hydraulic turbine,100560.0,v44174631
2020-04-01,Alberta,Hydraulic turbine,121140.0,v44174631
2020-05-01,Alberta,Hydraulic turbine,220231.0,v44174631
2020-06-01,Alberta,Hydraulic turbine,386991.0,v44174631
2020-07-01,Alberta,Hydraulic turbine,440949.0,v44174631
2020-08-01,Alberta,Hydraulic turbine,290546.0,v44174631
2020-09-01,Alberta,Hydraulic turbine,194545.0,v44174631
2020-10-01,Alberta,Hydraulic turbine,162931.0,v44174631
2020-11-01,Alberta,Hydraulic turbine,136841.0,v44174631
2020-12-01,Alberta,Hydraulic turbine,135429.0,v44174631
2021-01-01,Alberta,Hydraulic turbine,127933.0,v44174631
2021-02-01,Alberta,Hydraulic turbine,131485.0,v44174631
2021-03-01,Alberta,Hydraulic turbine,139332.0,v44174631
2021-04-01,Alberta,Hydraulic turbine,144460.0,v44174631
2021-05-01,Alberta,Hydraulic turbine,189323.0,v44174631
2021-06-01,Alberta,Hydraulic turbine,229282.0,v44174631
2021-07-01,Alberta,Hydraulic turbine,259238.0,v44174631
2021-08-01,Alberta,Hydraulic turbine,250880.0,v44174631
2021-09-01,Alberta,Hydraulic turbine,237726.0,v44174631
2021-10-01,Alberta,Hydraulic turbine,143318.0,v44174631
2021-11-01,Alberta,Hydraulic turbine,135387.0,v44174631
2021-12-01,Alberta,Hydraulic turbine,143720.0,v44174631
2022-01-01,Alberta,Hydraulic turbine,139690.0,v44174631
2022-02-01,Alberta,Hydraulic turbine,127607.0,v44174631
2022-03-01,Alberta,Hydraulic turbine,144236.0,v44174631
2022-04-01,Alberta,Hydraulic turbine,160279.0,v44174631
2022-05-01,Alberta,Hydraulic turbine,184025.0,v44174631
2022-06-01,Alberta,Hydraulic turbine,217770.0,v44174631
2022-07-01,Alberta,Hydraulic turbine,369925.0,v44174631
2022-08-01,Alberta,Hydraulic turbine,259622.0,v44174631
2022-09-01,Alberta,Hydraulic turbine,247868.0,v44174631
2022-10-01,Alberta,Hydraulic turbine,137678.0,v44174631
2022-11-01,Alberta,Hydraulic turbine,127929.0,v44174631
2022-12-01,Alberta,Hydraulic turbine,139938.0,v44174631
2023-01-01,Alberta,Hydraulic turbine,132837.0,v44174631
2023-02-01,Alberta,Hydraulic turbine,90543.0,v44174631
2023-03-01,Alberta,Hydraulic turbine,99136.0,v44174631
2023-04-01,Alberta,Hydraulic turbine,115592.0,v44174631
2023-05-01,Alberta,Hydraulic turbine,211222.0,v44174631
2023-06-01,Alberta,Hydraulic turbine,307810.0,v44174631
2023-07-01,Alberta,Hydraulic turbine,274654.0,v44174631
2023-08-01,Alberta,Hydraulic turbine,199883.0,v44174631
2023-09-01,Alberta,Hydraulic turbine,171093.0,v44174631
2023-10-01,Alberta,Hydraulic turbine,126766.0,v44174631
2023-11-01,Alberta,Hydraulic turbine,127211.0,v44174631
2023-12-01,Alberta,Hydraulic turbine,107509.0,v44174631
2024-01-01,Alberta,Hydraulic turbine,160296.0,v44174631
2024-02-01,Alberta,Hydraulic turbine,102605.0,v44174631
2024-03-01,Alberta,Hydraulic turbine,87617.0,v44174631
2024-04-01,Alberta,Hydraulic turbine,102639.0,v44174631
2024-05-01,Alberta,Hydraulic turbine,138806.0,v44174631
2024-06-01,Alberta,Hydraulic turbine,163183.0,v44174631
2024-07-01,Alberta,Hydraulic turbine,244628.0,v44174631
2024-08-01,Alberta,Hydraulic turbine,180732.0,v44174631
2024-09-01,Alberta,Hydraulic turbine,179921.0,v44174631
2024-10-01,Alberta,Hydraulic turbine,165857.0,v44174631
2024-11-01,Alberta,Hydraulic turbine,164866.0,v44174631
2024-12-01,Alberta,Hydraulic turbine,135118.0,v44174631
2025-01-01,Alberta,Hydraulic turbine,136020.0,v44174631
2025-02-01,Alberta,Hydraulic turbine,148517.0,v44174631
2025-03-01,Alberta,Hydraulic turbine,110582.0,v44174631
2025-04-01,Alberta,Hydraulic turbine,121538.0,v44174631
2025-05-01,Alberta,Hydraulic turbine,195844.0,v44174631
2025-06-01,Alberta,Hydraulic turbine,246492.0,v44174631
2025-07-01,Alberta,Hydraulic turbine,280591.0,v44174631
2025-08-01,Alberta,Hydraulic turbine,258064.0,v44174631
2025-09-01,Alberta,Hydraulic turbine,200248.0,v44174631
2025-10-01,Alberta,Hydraulic turbine,136048.0,v44174631
2025-11-01,Alberta,Hydraulic turbine,119439.0,v44174631
2025-12-01,Alberta,Hydraulic turbine,127967.0,v44174631
2026-01-01,Alberta,Hydraulic turbine,131199.0,v44174631
2026-02-01,Alberta,Hydraulic turbine,120425.0,v44174631
2026-03-01,Alberta,Hydraulic turbine,123483.0,v44174631
2026-04-01,Alberta,Hydraulic turbine,140463.0,v44174631
2008-01-01,Alberta,Internal combustion turbine,7341.0,v44174633
2008-02-01,Alberta,Internal combustion turbine,6357.0,v44174633
2008-03-01,Alberta,Internal combustion turbine,6055.0,v44174633
2008-04-01,Alberta,Internal combustion turbine,5865.0,v44174633
2008-05-01,Alberta,Internal combustion turbine,4380.0,v44174633
2008-06-01,Alberta,Internal combustion turbine,5447.0,v44174633
2008-07-01,Alberta,Internal combustion turbine,6390.0,v44174633
2008-08-01,Alberta,Internal combustion turbine,6266.0,v44174633
2008-09-01,Alberta,Internal combustion turbine,6653.0,v44174633
2008-10-01,Alberta,Internal combustion turbine,6130.0,v44174633
2008-11-01,Alberta,Internal combustion turbine,6229.0,v44174633
2008-12-01,Alberta,Internal combustion turbine,7350.0,v44174633
2009-01-01,Alberta,Internal combustion turbine,7366.0,v44174633
2009-02-01,Alberta,Internal combustion turbine,6398.0,v44174633
2009-03-01,Alberta,Internal combustion turbine,6823.0,v44174633
2009-04-01,Alberta,Internal combustion turbine,6293.0,v44174633
2009-05-01,Alberta,Internal combustion turbine,6273.0,v44174633
2009-06-01,Alberta,Internal combustion turbine,5934.0,v44174633
2009-07-01,Alberta,Internal combustion turbine,5268.0,v44174633
2009-08-01,Alberta,Internal combustion turbine,5986.0,v44174633
2009-09-01,Alberta,Internal combustion turbine,5411.0,v44174633
2009-10-01,Alberta,Internal combustion turbine,5848.0,v44174633
2009-11-01,Alberta,Internal combustion turbine,5402.0,v44174633
2009-12-01,Alberta,Internal combustion turbine,6765.0,v44174633
2010-01-01,Alberta,Internal combustion turbine,7101.0,v44174633
2010-02-01,Alberta,Internal combustion turbine,6045.0,v44174633
